clubQid,club,team,season,competition,stage,kind,opponentTier,category,placeType,price,currency,priceBasis,checked,source,note,priceClass,priceMax,scope,opponentQid,confidence,ref,sourceRefs
Q15786,1. FC Nürnberg,men,2026-27,2-bundesliga,regular,face-value,category-b,haupttribuene-kat-3,seat,44.50,EUR,unknown,2026-09-23,https://fcn.de/tickets/heimspiele/;https://fcn.de/fileadmin/fcn/red/saison_26/Downloads/pdf/Preislisten_26-27.pdf,"ONE TABLE OF THE CLUB'S 2026/27 PRICE LIST, AND WHICH TABLE IS A IS UNVERIFIED (N-15). The figures come from the club's own Preislisten PDF (N7) as the derby PDF's author read it - as extracted text, assigning the higher table to category A by label position. 'Probably right; check the PDF visually.' Every row is confidence unverified for that reason alone: if the assignment is wrong, every category-a row is a category-b row and the reverse. Whether the derby is category A at all is a separate INFERENCE (N-14, club-ticket-rules.csv). No category-B member price is in the PDF's table, so none is written - the EUR 1 member discount (N-4) is not applied to make one. priceBasis is unknown: the PDF lists fees of EUR 2 per online booking (N-6) but does not say how they relate to these figures. Category names: 'kurve-sitz' is the PDF's 'Nordkurve / Südkurve seat'. Reduced and child rates exist in the club's PDF and were not transcribed by the derby PDF, so they are not here either.",normal,,general,,unverified,N-15,N7
Q15786,1. FC Nürnberg,men,2026-27,2-bundesliga,regular,face-value,category-a,gegengerade-kat-1,seat,48.50,EUR,unknown,2026-09-23,https://fcn.de/tickets/heimspiele/;https://fcn.de/fileadmin/fcn/red/saison_26/Downloads/pdf/Preislisten_26-27.pdf,"ONE TABLE OF THE CLUB'S 2026/27 PRICE LIST, AND WHICH TABLE IS A IS UNVERIFIED (N-15). The figures come from the club's own Preislisten PDF (N7) as the derby PDF's author read it - as extracted text, assigning the higher table to category A by label position. 'Probably right; check the PDF visually.' Every row is confidence unverified for that reason alone: if the assignment is wrong, every category-a row is a category-b row and the reverse. Whether the derby is category A at all is a separate INFERENCE (N-14, club-ticket-rules.csv). No category-B member price is in the PDF's table, so none is written - the EUR 1 member discount (N-4) is not applied to make one. priceBasis is unknown: the PDF lists fees of EUR 2 per online booking (N-6) but does not say how they relate to these figures. Category names: 'kurve-sitz' is the PDF's 'Nordkurve / Südkurve seat'. Reduced and child rates exist in the club's PDF and were not transcribed by the derby PDF, so they are not here either.",normal,,general,,unverified,N-15,N7
Q15786,1. FC Nürnberg,men,2026-27,2-bundesliga,regular,face-value,category-a,gegengerade-kat-1,seat,47.50,EUR,unknown,2026-09-23,https://fcn.de/tickets/heimspiele/;https://fcn.de/fileadmin/fcn/red/saison_26/Downloads/pdf/Preislisten_26-27.pdf,"ONE TABLE OF THE CLUB'S 2026/27 PRICE LIST, AND WHICH TABLE IS A IS UNVERIFIED (N-15). The figures come from the club's own Preislisten PDF (N7) as the derby PDF's author read it - as extracted text, assigning the higher table to category A by label position. 'Probably right; check the PDF visually.' Every row is confidence unverified for that reason alone: if the assignment is wrong, every category-a row is a category-b row and the reverse. Whether the derby is category A at all is a separate INFERENCE (N-14, club-ticket-rules.csv). No category-B member price is in the PDF's table, so none is written - the EUR 1 member discount (N-4) is not applied to make one. priceBasis is unknown: the PDF lists fees of EUR 2 per online booking (N-6) but does not say how they relate to these figures. Category names: 'kurve-sitz' is the PDF's 'Nordkurve / Südkurve seat'. Reduced and child rates exist in the club's PDF and were not transcribed by the derby PDF, so they are not here either.",member,,general,,unverified,N-15,N7
Q15786,1. FC Nürnberg,men,2026-27,2-bundesliga,regular,face-value,category-b,gegengerade-kat-1,seat,44.50,EUR,unknown,2026-09-23,https://fcn.de/tickets/heimspiele/;https://fcn.de/fileadmin/fcn/red/saison_26/Downloads/pdf/Preislisten_26-27.pdf,"ONE TABLE OF THE CLUB'S 2026/27 PRICE LIST, AND WHICH TABLE IS A IS UNVERIFIED (N-15). The figures come from the club's own Preislisten PDF (N7) as the derby PDF's author read it - as extracted text, assigning the higher table to category A by label position. 'Probably right; check the PDF visually.' Every row is confidence unverified for that reason alone: if the assignment is wrong, every category-a row is a category-b row and the reverse. Whether the derby is category A at all is a separate INFERENCE (N-14, club-ticket-rules.csv). No category-B member price is in the PDF's table, so none is written - the EUR 1 member discount (N-4) is not applied to make one. priceBasis is unknown: the PDF lists fees of EUR 2 per online booking (N-6) but does not say how they relate to these figures. Category names: 'kurve-sitz' is the PDF's 'Nordkurve / Südkurve seat'. Reduced and child rates exist in the club's PDF and were not transcribed by the derby PDF, so they are not here either.",normal,,general,,unverified,N-15,N7
Q15786,1. FC Nürnberg,men,2026-27,2-bundesliga,regular,face-value,category-a,gegengerade-kat-2,seat,43.50,EUR,unknown,2026-09-23,https://fcn.de/tickets/heimspiele/;https://fcn.de/fileadmin/fcn/red/saison_26/Downloads/pdf/Preislisten_26-27.pdf,"ONE TABLE OF THE CLUB'S 2026/27 PRICE LIST, AND WHICH TABLE IS A IS UNVERIFIED (N-15). The figures come from the club's own Preislisten PDF (N7) as the derby PDF's author read it - as extracted text, assigning the higher table to category A by label position. 'Probably right; check the PDF visually.' Every row is confidence unverified for that reason alone: if the assignment is wrong, every category-a row is a category-b row and the reverse. Whether the derby is category A at all is a separate INFERENCE (N-14, club-ticket-rules.csv). No category-B member price is in the PDF's table, so none is written - the EUR 1 member discount (N-4) is not applied to make one. priceBasis is unknown: the PDF lists fees of EUR 2 per online booking (N-6) but does not say how they relate to these figures. Category names: 'kurve-sitz' is the PDF's 'Nordkurve / Südkurve seat'. Reduced and child rates exist in the club's PDF and were not transcribed by the derby PDF, so they are not here either.",normal,,general,,unverified,N-15,N7
Q15786,1. FC Nürnberg,men,2026-27,2-bundesliga,regular,face-value,category-a,gegengerade-kat-2,seat,42.50,EUR,unknown,2026-09-23,https://fcn.de/tickets/heimspiele/;https://fcn.de/fileadmin/fcn/red/saison_26/Downloads/pdf/Preislisten_26-27.pdf,"ONE TABLE OF THE CLUB'S 2026/27 PRICE LIST, AND WHICH TABLE IS A IS UNVERIFIED (N-15). The figures come from the club's own Preislisten PDF (N7) as the derby PDF's author read it - as extracted text, assigning the higher table to category A by label position. 'Probably right; check the PDF visually.' Every row is confidence unverified for that reason alone: if the assignment is wrong, every category-a row is a category-b row and the reverse. Whether the derby is category A at all is a separate INFERENCE (N-14, club-ticket-rules.csv). No category-B member price is in the PDF's table, so none is written - the EUR 1 member discount (N-4) is not applied to make one. priceBasis is unknown: the PDF lists fees of EUR 2 per online booking (N-6) but does not say how they relate to these figures. Category names: 'kurve-sitz' is the PDF's 'Nordkurve / Südkurve seat'. Reduced and child rates exist in the club's PDF and were not transcribed by the derby PDF, so they are not here either.",member,,general,,unverified,N-15,N7
Q15786,1. FC Nürnberg,men,2026-27,2-bundesliga,regular,face-value,category-b,gegengerade-kat-2,seat,40.50,EUR,unknown,2026-09-23,https://fcn.de/tickets/heimspiele/;https://fcn.de/fileadmin/fcn/red/saison_26/Downloads/pdf/Preislisten_26-27.pdf,"ONE TABLE OF THE CLUB'S 2026/27 PRICE LIST, AND WHICH TABLE IS A IS UNVERIFIED (N-15). The figures come from the club's own Preislisten PDF (N7) as the derby PDF's author read it - as extracted text, assigning the higher table to category A by label position. 'Probably right; check the PDF visually.' Every row is confidence unverified for that reason alone: if the assignment is wrong, every category-a row is a category-b row and the reverse. Whether the derby is category A at all is a separate INFERENCE (N-14, club-ticket-rules.csv). No category-B member price is in the PDF's table, so none is written - the EUR 1 member discount (N-4) is not applied to make one. priceBasis is unknown: the PDF lists fees of EUR 2 per online booking (N-6) but does not say how they relate to these figures. Category names: 'kurve-sitz' is the PDF's 'Nordkurve / Südkurve seat'. Reduced and child rates exist in the club's PDF and were not transcribed by the derby PDF, so they are not here either.",normal,,general,,unverified,N-15,N7
Q15786,1. FC Nürnberg,men,2026-27,2-bundesliga,regular,face-value,category-a,gegengerade-kat-3,seat,40.50,EUR,unknown,2026-09-23,https://fcn.de/tickets/heimspiele/;https://fcn.de/fileadmin/fcn/red/saison_26/Downloads/pdf/Preislisten_26-27.pdf,"ONE TABLE OF THE CLUB'S 2026/27 PRICE LIST, AND WHICH TABLE IS A IS UNVERIFIED (N-15). The figures come from the club's own Preislisten PDF (N7) as the derby PDF's author read it - as extracted text, assigning the higher table to category A by label position. 'Probably right; check the PDF visually.' Every row is confidence unverified for that reason alone: if the assignment is wrong, every category-a row is a category-b row and the reverse. Whether the derby is category A at all is a separate INFERENCE (N-14, club-ticket-rules.csv). No category-B member price is in the PDF's table, so none is written - the EUR 1 member discount (N-4) is not applied to make one. priceBasis is unknown: the PDF lists fees of EUR 2 per online booking (N-6) but does not say how they relate to these figures. Category names: 'kurve-sitz' is the PDF's 'Nordkurve / Südkurve seat'. Reduced and child rates exist in the club's PDF and were not transcribed by the derby PDF, so they are not here either.",normal,,general,,unverified,N-15,N7
Q15786,1. FC Nürnberg,men,2026-27,2-bundesliga,regular,face-value,category-a,gegengerade-kat-3,seat,39.50,EUR,unknown,2026-09-23,https://fcn.de/tickets/heimspiele/;https://fcn.de/fileadmin/fcn/red/saison_26/Downloads/pdf/Preislisten_26-27.pdf,"ONE TABLE OF THE CLUB'S 2026/27 PRICE LIST, AND WHICH TABLE IS A IS UNVERIFIED (N-15). The figures come from the club's own Preislisten PDF (N7) as the derby PDF's author read it - as extracted text, assigning the higher table to category A by label position. 'Probably right; check the PDF visually.' Every row is confidence unverified for that reason alone: if the assignment is wrong, every category-a row is a category-b row and the reverse. Whether the derby is category A at all is a separate INFERENCE (N-14, club-ticket-rules.csv). No category-B member price is in the PDF's table, so none is written - the EUR 1 member discount (N-4) is not applied to make one. priceBasis is unknown: the PDF lists fees of EUR 2 per online booking (N-6) but does not say how they relate to these figures. Category names: 'kurve-sitz' is the PDF's 'Nordkurve / Südkurve seat'. Reduced and child rates exist in the club's PDF and were not transcribed by the derby PDF, so they are not here either.",member,,general,,unverified,N-15,N7
Q15786,1. FC Nürnberg,men,2026-27,2-bundesliga,regular,face-value,category-b,gegengerade-kat-3,seat,37.50,EUR,unknown,2026-09-23,https://fcn.de/tickets/heimspiele/;https://fcn.de/fileadmin/fcn/red/saison_26/Downloads/pdf/Preislisten_26-27.pdf,"ONE TABLE OF THE CLUB'S 2026/27 PRICE LIST, AND WHICH TABLE IS A IS UNVERIFIED (N-15). The figures come from the club's own Preislisten PDF (N7) as the derby PDF's author read it - as extracted text, assigning the higher table to category A by label position. 'Probably right; check the PDF visually.' Every row is confidence unverified for that reason alone: if the assignment is wrong, every category-a row is a category-b row and the reverse. Whether the derby is category A at all is a separate INFERENCE (N-14, club-ticket-rules.csv). No category-B member price is in the PDF's table, so none is written - the EUR 1 member discount (N-4) is not applied to make one. priceBasis is unknown: the PDF lists fees of EUR 2 per online booking (N-6) but does not say how they relate to these figures. Category names: 'kurve-sitz' is the PDF's 'Nordkurve / Südkurve seat'. Reduced and child rates exist in the club's PDF and were not transcribed by the derby PDF, so they are not here either.",normal,,general,,unverified,N-15,N7
Q15786,1. FC Nürnberg,men,2026-27,2-bundesliga,regular,face-value,category-a,kurve-sitz-kat-1,seat,36.50,EUR,unknown,2026-09-23,https://fcn.de/tickets/heimspiele/;https://fcn.de/fileadmin/fcn/red/saison_26/Downloads/pdf/Preislisten_26-27.pdf,"ONE TABLE OF THE CLUB'S 2026/27 PRICE LIST, AND WHICH TABLE IS A IS UNVERIFIED (N-15). The figures come from the club's own Preislisten PDF (N7) as the derby PDF's author read it - as extracted text, assigning the higher table to category A by label position. 'Probably right; check the PDF visually.' Every row is confidence unverified for that reason alone: if the assignment is wrong, every category-a row is a category-b row and the reverse. Whether the derby is category A at all is a separate INFERENCE (N-14, club-ticket-rules.csv). No category-B member price is in the PDF's table, so none is written - the EUR 1 member discount (N-4) is not applied to make one. priceBasis is unknown: the PDF lists fees of EUR 2 per online booking (N-6) but does not say how they relate to these figures. Category names: 'kurve-sitz' is the PDF's 'Nordkurve / Südkurve seat'. Reduced and child rates exist in the club's PDF and were not transcribed by the derby PDF, so they are not here either.",normal,,general,,unverified,N-15,N7
Q15786,1. FC Nürnberg,men,2026-27,2-bundesliga,regular,face-value,category-a,kurve-sitz-kat-1,seat,35.50,EUR,unknown,2026-09-23,https://fcn.de/tickets/heimspiele/;https://fcn.de/fileadmin/fcn/red/saison_26/Downloads/pdf/Preislisten_26-27.pdf,"ONE TABLE OF THE CLUB'S 2026/27 PRICE LIST, AND WHICH TABLE IS A IS UNVERIFIED (N-15). The figures come from the club's own Preislisten PDF (N7) as the derby PDF's author read it - as extracted text, assigning the higher table to category A by label position. 'Probably right; check the PDF visually.' Every row is confidence unverified for that reason alone: if the assignment is wrong, every category-a row is a category-b row and the reverse. Whether the derby is category A at all is a separate INFERENCE (N-14, club-ticket-rules.csv). No category-B member price is in the PDF's table, so none is written - the EUR 1 member discount (N-4) is not applied to make one. priceBasis is unknown: the PDF lists fees of EUR 2 per online booking (N-6) but does not say how they relate to these figures. Category names: 'kurve-sitz' is the PDF's 'Nordkurve / Südkurve seat'. Reduced and child rates exist in the club's PDF and were not transcribed by the derby PDF, so they are not here either.",member,,general,,unverified,N-15,N7
Q15786,1. FC Nürnberg,men,2026-27,2-bundesliga,regular,face-value,category-b,kurve-sitz-kat-1,seat,33.50,EUR,unknown,2026-09-23,https://fcn.de/tickets/heimspiele/;https://fcn.de/fileadmin/fcn/red/saison_26/Downloads/pdf/Preislisten_26-27.pdf,"ONE TABLE OF THE CLUB'S 2026/27 PRICE LIST, AND WHICH TABLE IS A IS UNVERIFIED (N-15). The figures come from the club's own Preislisten PDF (N7) as the derby PDF's author read it - as extracted text, assigning the higher table to category A by label position. 'Probably right; check the PDF visually.' Every row is confidence unverified for that reason alone: if the assignment is wrong, every category-a row is a category-b row and the reverse. Whether the derby is category A at all is a separate INFERENCE (N-14, club-ticket-rules.csv). No category-B member price is in the PDF's table, so none is written - the EUR 1 member discount (N-4) is not applied to make one. priceBasis is unknown: the PDF lists fees of EUR 2 per online booking (N-6) but does not say how they relate to these figures. Category names: 'kurve-sitz' is the PDF's 'Nordkurve / Südkurve seat'. Reduced and child rates exist in the club's PDF and were not transcribed by the derby PDF, so they are not here either.",normal,,general,,unverified,N-15,N7
Q15786,1. FC Nürnberg,men,2026-27,2-bundesliga,regular,face-value,category-a,kurve-sitz-kat-2,seat,32.50,EUR,unknown,2026-09-23,https://fcn.de/tickets/heimspiele/;https://fcn.de/fileadmin/fcn/red/saison_26/Downloads/pdf/Preislisten_26-27.pdf,"ONE TABLE OF THE CLUB'S 2026/27 PRICE LIST, AND WHICH TABLE IS A IS UNVERIFIED (N-15). The figures come from the club's own Preislisten PDF (N7) as the derby PDF's author read it - as extracted text, assigning the higher table to category A by label position. 'Probably right; check the PDF visually.' Every row is confidence unverified for that reason alone: if the assignment is wrong, every category-a row is a category-b row and the reverse. Whether the derby is category A at all is a separate INFERENCE (N-14, club-ticket-rules.csv). No category-B member price is in the PDF's table, so none is written - the EUR 1 member discount (N-4) is not applied to make one. priceBasis is unknown: the PDF lists fees of EUR 2 per online booking (N-6) but does not say how they relate to these figures. Category names: 'kurve-sitz' is the PDF's 'Nordkurve / Südkurve seat'. Reduced and child rates exist in the club's PDF and were not transcribed by the derby PDF, so they are not here either.",normal,,general,,unverified,N-15,N7
Q15786,1. FC Nürnberg,men,2026-27,2-bundesliga,regular,face-value,category-a,kurve-sitz-kat-2,seat,31.50,EUR,unknown,2026-09-23,https://fcn.de/tickets/heimspiele/;https://fcn.de/fileadmin/fcn/red/saison_26/Downloads/pdf/Preislisten_26-27.pdf,"ONE TABLE OF THE CLUB'S 2026/27 PRICE LIST, AND WHICH TABLE IS A IS UNVERIFIED (N-15). The figures come from the club's own Preislisten PDF (N7) as the derby PDF's author read it - as extracted text, assigning the higher table to category A by label position. 'Probably right; check the PDF visually.' Every row is confidence unverified for that reason alone: if the assignment is wrong, every category-a row is a category-b row and the reverse. Whether the derby is category A at all is a separate INFERENCE (N-14, club-ticket-rules.csv). No category-B member price is in the PDF's table, so none is written - the EUR 1 member discount (N-4) is not applied to make one. priceBasis is unknown: the PDF lists fees of EUR 2 per online booking (N-6) but does not say how they relate to these figures. Category names: 'kurve-sitz' is the PDF's 'Nordkurve / Südkurve seat'. Reduced and child rates exist in the club's PDF and were not transcribed by the derby PDF, so they are not here either.",member,,general,,unverified,N-15,N7
Q15786,1. FC Nürnberg,men,2026-27,2-bundesliga,regular,face-value,category-b,kurve-sitz-kat-2,seat,30.50,EUR,unknown,2026-09-23,https://fcn.de/tickets/heimspiele/;https://fcn.de/fileadmin/fcn/red/saison_26/Downloads/pdf/Preislisten_26-27.pdf,"ONE TABLE OF THE CLUB'S 2026/27 PRICE LIST, AND WHICH TABLE IS A IS UNVERIFIED (N-15). The figures come from the club's own Preislisten PDF (N7) as the derby PDF's author read it - as extracted text, assigning the higher table to category A by label position. 'Probably right; check the PDF visually.' Every row is confidence unverified for that reason alone: if the assignment is wrong, every category-a row is a category-b row and the reverse. Whether the derby is category A at all is a separate INFERENCE (N-14, club-ticket-rules.csv). No category-B member price is in the PDF's table, so none is written - the EUR 1 member discount (N-4) is not applied to make one. priceBasis is unknown: the PDF lists fees of EUR 2 per online booking (N-6) but does not say how they relate to these figures. Category names: 'kurve-sitz' is the PDF's 'Nordkurve / Südkurve seat'. Reduced and child rates exist in the club's PDF and were not transcribed by the derby PDF, so they are not here either.",normal,,general,,unverified,N-15,N7
Q15786,1. FC Nürnberg,men,2026-27,2-bundesliga,regular,face-value,category-a,nordkurve-stehplatz,standing,18.00,EUR,unknown,2026-09-23,https://fcn.de/tickets/heimspiele/;https://fcn.de/fileadmin/fcn/red/saison_26/Downloads/pdf/Preislisten_26-27.pdf,"ONE TABLE OF THE CLUB'S 2026/27 PRICE LIST, AND WHICH TABLE IS A IS UNVERIFIED (N-15). The figures come from the club's own Preislisten PDF (N7) as the derby PDF's author read it - as extracted text, assigning the higher table to category A by label position. 'Probably right; check the PDF visually.' Every row is confidence unverified for that reason alone: if the assignment is wrong, every category-a row is a category-b row and the reverse. Whether the derby is category A at all is a separate INFERENCE (N-14, club-ticket-rules.csv). No category-B member price is in the PDF's table, so none is written - the EUR 1 member discount (N-4) is not applied to make one. priceBasis is unknown: the PDF lists fees of EUR 2 per online booking (N-6) but does not say how they relate to these figures. Category names: 'kurve-sitz' is the PDF's 'Nordkurve / Südkurve seat'. Reduced and child rates exist in the club's PDF and were not transcribed by the derby PDF, so they are not here either.",normal,,general,,unverified,N-15,N7
Q15786,1. FC Nürnberg,men,2026-27,2-bundesliga,regular,face-value,category-a,nordkurve-stehplatz,standing,17.00,EUR,unknown,2026-09-23,https://fcn.de/tickets/heimspiele/;https://fcn.de/fileadmin/fcn/red/saison_26/Downloads/pdf/Preislisten_26-27.pdf,"ONE TABLE OF THE CLUB'S 2026/27 PRICE LIST, AND WHICH TABLE IS A IS UNVERIFIED (N-15). The figures come from the club's own Preislisten PDF (N7) as the derby PDF's author read it - as extracted text, assigning the higher table to category A by label position. 'Probably right; check the PDF visually.' Every row is confidence unverified for that reason alone: if the assignment is wrong, every category-a row is a category-b row and the reverse. Whether the derby is category A at all is a separate INFERENCE (N-14, club-ticket-rules.csv). No category-B member price is in the PDF's table, so none is written - the EUR 1 member discount (N-4) is not applied to make one. priceBasis is unknown: the PDF lists fees of EUR 2 per online booking (N-6) but does not say how they relate to these figures. Category names: 'kurve-sitz' is the PDF's 'Nordkurve / Südkurve seat'. Reduced and child rates exist in the club's PDF and were not transcribed by the derby PDF, so they are not here either.",member,,general,,unverified,N-15,N7
Q15786,1. FC Nürnberg,men,2026-27,2-bundesliga,regular,face-value,category-b,nordkurve-stehplatz,standing,18.00,EUR,unknown,2026-09-23,https://fcn.de/tickets/heimspiele/;https://fcn.de/fileadmin/fcn/red/saison_26/Downloads/pdf/Preislisten_26-27.pdf,"THE STANDING PRICE IS THE SAME IN BOTH TABLES, EUR 18.00, as the PDF prints it, while A-member is EUR 17.00. Not corrected; noted so it is not read as a copying slip on this side. ONE TABLE OF THE CLUB'S 2026/27 PRICE LIST, AND WHICH TABLE IS A IS UNVERIFIED (N-15). The figures come from the club's own Preislisten PDF (N7) as the derby PDF's author read it - as extracted text, assigning the higher table to category A by label position. 'Probably right; check the PDF visually.' Every row is confidence unverified for that reason alone: if the assignment is wrong, every category-a row is a category-b row and the reverse. Whether the derby is category A at all is a separate INFERENCE (N-14, club-ticket-rules.csv). No category-B member price is in the PDF's table, so none is written - the EUR 1 member discount (N-4) is not applied to make one. priceBasis is unknown: the PDF lists fees of EUR 2 per online booking (N-6) but does not say how they relate to these figures. Category names: 'kurve-sitz' is the PDF's 'Nordkurve / Südkurve seat'. Reduced and child rates exist in the club's PDF and were not transcribed by the derby PDF, so they are not here either.",normal,,general,,unverified,N-15,N7
Q631,FC Internazionale Milano,men,2023-24,serie-a,regular,face-value,,terzo-rosso,,70,EUR,unknown,2026-09-23,https://goal.com/it/liste/…/blt22d29cd26f924478,"NO OFFICIAL DERBY PRICE LIST WAS FOUND (I-18), so this is a price reported by goal.com (I12, URL truncated in the PDF), not stated by the club, and it is confidence unverified. kind is face-value because it is what the reporter says the club charged, not a resale price somebody paid. The PDF: 'Single, non-official sources; treat as indicative. Comparable seats roughly doubled in two years.' placeType is left empty because the PDF does not say. Q-ids Q631 (Inter) and Q1543 (AC Milan) were first written from memory and VERIFIED 2026-09-24 on a GitHub runner: enwiki 'Inter Milan' resolves to Q631 and 'AC Milan' to Q1543, both typed association football club, P17 Italy, P115 Q133566 San Siro.",,,derby-home,Q1543,unverified,I-18,I12
Q631,FC Internazionale Milano,men,2023-24,serie-a,regular,face-value,,terzo-rosso-centrale,,75,EUR,unknown,2026-09-23,https://goal.com/it/liste/…/blt22d29cd26f924478,"NO OFFICIAL DERBY PRICE LIST WAS FOUND (I-18), so this is a price reported by goal.com (I12, URL truncated in the PDF), not stated by the club, and it is confidence unverified. kind is face-value because it is what the reporter says the club charged, not a resale price somebody paid. The PDF: 'Single, non-official sources; treat as indicative. Comparable seats roughly doubled in two years.' placeType is left empty because the PDF does not say. Q-ids Q631 (Inter) and Q1543 (AC Milan) were first written from memory and VERIFIED 2026-09-24 on a GitHub runner: enwiki 'Inter Milan' resolves to Q631 and 'AC Milan' to Q1543, both typed association football club, P17 Italy, P115 Q133566 San Siro.",,,derby-home,Q1543,unverified,I-18,I12
Q631,FC Internazionale Milano,men,2023-24,serie-a,regular,face-value,,secondo-rosso,,145,EUR,unknown,2026-09-23,https://goal.com/it/liste/…/blt22d29cd26f924478,"NO OFFICIAL DERBY PRICE LIST WAS FOUND (I-18), so this is a price reported by goal.com (I12, URL truncated in the PDF), not stated by the club, and it is confidence unverified. kind is face-value because it is what the reporter says the club charged, not a resale price somebody paid. The PDF: 'Single, non-official sources; treat as indicative. Comparable seats roughly doubled in two years.' placeType is left empty because the PDF does not say. Q-ids Q631 (Inter) and Q1543 (AC Milan) were first written from memory and VERIFIED 2026-09-24 on a GitHub runner: enwiki 'Inter Milan' resolves to Q631 and 'AC Milan' to Q1543, both typed association football club, P17 Italy, P115 Q133566 San Siro.",,,derby-home,Q1543,unverified,I-18,I12
Q631,FC Internazionale Milano,men,2023-24,serie-a,regular,face-value,,primo-arancio,,165,EUR,unknown,2026-09-23,https://goal.com/it/liste/…/blt22d29cd26f924478,"NO OFFICIAL DERBY PRICE LIST WAS FOUND (I-18), so this is a price reported by goal.com (I12, URL truncated in the PDF), not stated by the club, and it is confidence unverified. kind is face-value because it is what the reporter says the club charged, not a resale price somebody paid. The PDF: 'Single, non-official sources; treat as indicative. Comparable seats roughly doubled in two years.' placeType is left empty because the PDF does not say. Q-ids Q631 (Inter) and Q1543 (AC Milan) were first written from memory and VERIFIED 2026-09-24 on a GitHub runner: enwiki 'Inter Milan' resolves to Q631 and 'AC Milan' to Q1543, both typed association football club, P17 Italy, P115 Q133566 San Siro.",,,derby-home,Q1543,unverified,I-18,I12
Q631,FC Internazionale Milano,men,2023-24,serie-a,regular,face-value,,secondo-arancio,,135,EUR,unknown,2026-09-23,https://goal.com/it/liste/…/blt22d29cd26f924478,"NO OFFICIAL DERBY PRICE LIST WAS FOUND (I-18), so this is a price reported by goal.com (I12, URL truncated in the PDF), not stated by the club, and it is confidence unverified. kind is face-value because it is what the reporter says the club charged, not a resale price somebody paid. The PDF: 'Single, non-official sources; treat as indicative. Comparable seats roughly doubled in two years.' placeType is left empty because the PDF does not say. Q-ids Q631 (Inter) and Q1543 (AC Milan) were first written from memory and VERIFIED 2026-09-24 on a GitHub runner: enwiki 'Inter Milan' resolves to Q631 and 'AC Milan' to Q1543, both typed association football club, P17 Italy, P115 Q133566 San Siro.",,,derby-home,Q1543,unverified,I-18,I12
Q631,FC Internazionale Milano,men,2023-24,serie-a,regular,face-value,,secondo-verde,,49,EUR,unknown,2026-09-23,https://goal.com/it/liste/…/blt22d29cd26f924478,"Secondo Verde is the Curva Nord. For 2025/26 the PDF says it was 'not among sectors still available', so there is no 2025-26 row for it. NO OFFICIAL DERBY PRICE LIST WAS FOUND (I-18), so this is a price reported by goal.com (I12, URL truncated in the PDF), not stated by the club, and it is confidence unverified. kind is face-value because it is what the reporter says the club charged, not a resale price somebody paid. The PDF: 'Single, non-official sources; treat as indicative. Comparable seats roughly doubled in two years.' placeType is left empty because the PDF does not say. Q-ids Q631 (Inter) and Q1543 (AC Milan) were first written from memory and VERIFIED 2026-09-24 on a GitHub runner: enwiki 'Inter Milan' resolves to Q631 and 'AC Milan' to Q1543, both typed association football club, P17 Italy, P115 Q133566 San Siro.",,,derby-home,Q1543,unverified,I-18,I12
Q631,FC Internazionale Milano,men,2025-26,serie-a,regular,face-value,,terzo-rosso,,140,EUR,unknown,2026-09-23,https://passioneinter.com/inter-news/biglietti-inter-milan-23-novembre-2025/,"The PDF heads this column '2025/26 derby (free sale, sectors still available)'. NO OFFICIAL DERBY PRICE LIST WAS FOUND (I-18), so this is a price reported by Passione Inter, a fan site (I13), not stated by the club, and it is confidence unverified. kind is face-value because it is what the reporter says the club charged, not a resale price somebody paid. The PDF: 'Single, non-official sources; treat as indicative. Comparable seats roughly doubled in two years.' placeType is left empty because the PDF does not say. Q-ids Q631 (Inter) and Q1543 (AC Milan) were first written from memory and VERIFIED 2026-09-24 on a GitHub runner: enwiki 'Inter Milan' resolves to Q631 and 'AC Milan' to Q1543, both typed association football club, P17 Italy, P115 Q133566 San Siro.",,,derby-home,Q1543,unverified,I-18,I13
Q631,FC Internazionale Milano,men,2025-26,serie-a,regular,face-value,,secondo-rosso,,220,EUR,unknown,2026-09-23,https://passioneinter.com/inter-news/biglietti-inter-milan-23-novembre-2025/,"The PDF heads this column '2025/26 derby (free sale, sectors still available)'. NO OFFICIAL DERBY PRICE LIST WAS FOUND (I-18), so this is a price reported by Passione Inter, a fan site (I13), not stated by the club, and it is confidence unverified. kind is face-value because it is what the reporter says the club charged, not a resale price somebody paid. The PDF: 'Single, non-official sources; treat as indicative. Comparable seats roughly doubled in two years.' placeType is left empty because the PDF does not say. Q-ids Q631 (Inter) and Q1543 (AC Milan) were first written from memory and VERIFIED 2026-09-24 on a GitHub runner: enwiki 'Inter Milan' resolves to Q631 and 'AC Milan' to Q1543, both typed association football club, P17 Italy, P115 Q133566 San Siro.",,,derby-home,Q1543,unverified,I-18,I13
